"trial","cond","id","signal","item","group","d","s","a","b","rating"
40,1,1,1,20,1,0.929564305766171,0.976342680624459,1.31931887868957,1.81055955882681,2
1,-1,2,0,4,1,1.06161332930579,1.12732685739751,0.684345561088936,1.35460617346886,6
2,-1,2,0,3,1,1.14854165511392,1.14847598014486,0.684217181476821,1.37404105428915,1
3,-1,2,0,16,1,1.49259744588906,1.36759908479131,0.741776620153771,1.61133219869149,1
4,-1,2,0,14,1,0.867091994207602,1.61078002640216,0.791584613048651,0.958581552369355,3
5,-1,2,0,7,1,1.42326078571537,1.3795421245657,0.619473719481599,1.58385878157859,2
6,-1,2,0,18,1,0.791392393385292,1.42449405410746,0.710036033538704,1.60361510830723,1
7,-1,2,0,10,1,0.988294895825363,1.43353083592518,0.651667262698157,1.36175697775082,1
8,-1,2,0,15,1,1.02942646573154,1.18137414777663,0.62873760156459,1.01674054323034,2
9,-1,2,0,9,1,0.914396037258213,1.36847005507795,0.494002028115708,1.46558585855171,1
10,-1,2,0,13,1,0.994306692093833,1.22781195695503,0.626386058055507,1.16908324451231,4
11,-1,2,0,11,1,1.37132934747798,1.10689578091759,0.724342173414936,1.44766957897267,4
12,-1,2,0,8,1,0.957709341955988,1.30692664479226,0.663866379407978,0.955401199161107,2
13,-1,2,0,17,1,1.27463423016741,1.51841784544122,0.627390641738303,1.30699017057386,2
14,-1,2,0,12,1,1.13669271555198,1.28939018733792,0.574903051302747,1.93516721613225,1
15,-1,2,0,19,1,1.30325091437316,1.21151410310478,0.61017478309064,1.42018232108489,2
16,-1,2,0,6,1,1.02430592581344,1.37131192909258,0.706083327639723,1.77085592736707,1
17,-1,2,0,1,1,0.890968839737646,1.23530095146277,0.549987258677884,0.973572015505227,1
18,-1,2,0,2,1,1.19373526646664,1.30755492509683,0.559976789601416,1.22123401072354,2
19,-1,2,0,5,1,1.23428891071978,1.26988235042561,0.728289889662417,1.80914774223507,1
20,-1,2,0,20,1,1.19345043765806,1.12526766319126,0.714774336426474,1.80077590983775,1
21,-1,2,1,4,1,1.06161332930579,1.12732685739751,0.684345561088936,1.35460617346886,4
22,-1,2,1,3,1,1.14854165511392,1.14847598014486,0.684217181476821,1.37404105428915,6
23,-1,2,1,16,1,1.49259744588906,1.36759908479131,0.741776620153771,1.61133219869149,2
24,-1,2,1,14,1,0.867091994207602,1.61078002640216,0.791584613048651,0.958581552369355,1
25,-1,2,1,7,1,1.42326078571537,1.3795421245657,0.619473719481599,1.58385878157859,2
26,-1,2,1,18,1,0.791392393385292,1.42449405410746,0.710036033538704,1.60361510830723,1
27,-1,2,1,10,1,0.988294895825363,1.43353083592518,0.651667262698157,1.36175697775082,4
28,-1,2,1,15,1,1.02942646573154,1.18137414777663,0.62873760156459,1.01674054323034,1
29,-1,2,1,9,1,0.914396037258213,1.36847005507795,0.494002028115708,1.46558585855171,5
30,-1,2,1,13,1,0.994306692093833,1.22781195695503,0.626386058055507,1.16908324451231,1
31,-1,2,1,11,1,1.37132934747798,1.10689578091759,0.724342173414936,1.44766957897267,1
32,-1,2,1,8,1,0.957709341955988,1.30692664479226,0.663866379407978,0.955401199161107,1
33,-1,2,1,17,1,1.27463423016741,1.51841784544122,0.627390641738303,1.30699017057386,5
34,-1,2,1,12,1,1.13669271555198,1.28939018733792,0.574903051302747,1.93516721613225,4
35,-1,2,1,19,1,1.30325091437316,1.21151410310478,0.61017478309064,1.42018232108489,3
36,-1,2,1,6,1,1.02430592581344,1.37131192909258,0.706083327639723,1.77085592736707,3
37,-1,2,1,1,1,0.890968839737646,1.23530095146277,0.549987258677884,0.973572015505227,5
38,-1,2,1,2,1,1.19373526646664,1.30755492509683,0.559976789601416,1.22123401072354,5
39,-1,2,1,5,1,1.23428891071978,1.26988235042561,0.728289889662417,1.80914774223507,4
40,-1,2,1,20,1,1.19345043765806,1.12526766319126,0.714774336426474,1.80077590983775,5
1,1,2,0,4,1,1.48108746234488,1.0780155281406,0.684345561088936,1.35460617346886,2
2,1,2,0,3,1,1.60236368403781,1.09823954975296,0.684217181476821,1.37404105428915,2
3,1,2,0,16,1,2.08236586938851,1.30777781084662,0.741776620153771,1.61133219869149,1
4,1,2,0,14,1,1.20970512131784,1.54032157531395,0.791584613048651,0.958581552369355,2
5,1,2,0,7,1,1.98563228925226,1.31919844031669,0.619473719481599,1.58385878157859,1
6,1,2,0,18,1,1.10409441863785,1.3621840906167,0.710036033538704,1.60361510830723,1
7,1,2,0,10,1,1.37879879509761,1.37082558714452,0.651667262698157,1.36175697775082,3
8,1,2,0,15,1,1.43618263798365,1.1296986916351,0.62873760156459,1.01674054323034,1
9,1,2,0,9,1,1.27570036002335,1.30861068330715,0.494002028115708,1.46558585855171,2
10,1,2,0,13,1,1.38718602595993,1.17410522649112,0.626386058055507,1.16908324451231,5
11,1,2,0,11,1,1.9131812376766,1.0584781441446,0.724342173414936,1.44766957897267,1
12,1,2,0,8,1,1.33612800422272,1.24975929383892,0.663866379407978,0.955401199161107,3
13,1,2,0,17,1,1.7782790826591,1.45199948431128,0.627390641738303,1.30699017057386,3
14,1,2,0,12,1,1.58583288573034,1.23298991296211,0.574903051302747,1.93516721613225,3
15,1,2,0,19,1,1.81820304651771,1.15852027044164,0.61017478309064,1.42018232108489,1
16,1,2,0,6,1,1.42903882463487,1.3113282485782,0.706083327639723,1.77085592736707,1
17,1,2,0,1,1,1.24301639914253,1.18126663874394,0.549987258677884,0.973572015505227,3
18,1,2,0,2,1,1.66541459843841,1.25036009201906,0.559976789601416,1.22123401072354,1
19,1,2,0,5,1,1.72199216052968,1.21433538435409,0.728289889662417,1.80914774223507,1
20,1,2,0,20,1,1.66501722552903,1.07604640683809,0.714774336426474,1.80077590983775,1
21,1,2,1,4,1,1.48108746234488,1.0780155281406,0.684345561088936,1.35460617346886,2
22,1,2,1,3,1,1.60236368403781,1.09823954975296,0.684217181476821,1.37404105428915,1
23,1,2,1,16,1,2.08236586938851,1.30777781084662,0.741776620153771,1.61133219869149,5
24,1,2,1,14,1,1.20970512131784,1.54032157531395,0.791584613048651,0.958581552369355,4
25,1,2,1,7,1,1.98563228925226,1.31919844031669,0.619473719481599,1.58385878157859,6
26,1,2,1,18,1,1.10409441863785,1.3621840906167,0.710036033538704,1.60361510830723,1
27,1,2,1,10,1,1.37879879509761,1.37082558714452,0.651667262698157,1.36175697775082,2
28,1,2,1,15,1,1.43618263798365,1.1296986916351,0.62873760156459,1.01674054323034,1
29,1,2,1,9,1,1.27570036002335,1.30861068330715,0.494002028115708,1.46558585855171,5
30,1,2,1,13,1,1.38718602595993,1.17410522649112,0.626386058055507,1.16908324451231,3
31,1,2,1,11,1,1.9131812376766,1.0584781441446,0.724342173414936,1.44766957897267,6
32,1,2,1,8,1,1.33612800422272,1.24975929383892,0.663866379407978,0.955401199161107,6
33,1,2,1,17,1,1.7782790826591,1.45199948431128,0.627390641738303,1.30699017057386,6
34,1,2,1,12,1,1.58583288573034,1.23298991296211,0.574903051302747,1.93516721613225,4
35,1,2,1,19,1,1.81820304651771,1.15852027044164,0.61017478309064,1.42018232108489,2
36,1,2,1,6,1,1.42903882463487,1.3113282485782,0.706083327639723,1.77085592736707,6
37,1,2,1,1,1,1.24301639914253,1.18126663874394,0.549987258677884,0.973572015505227,6
38,1,2,1,2,1,1.66541459843841,1.25036009201906,0.559976789601416,1.22123401072354,1
39,1,2,1,5,1,1.72199216052968,1.21433538435409,0.728289889662417,1.80914774223507,3
40,1,2,1,20,1,1.66501722552903,1.07604640683809,0.714774336426474,1.80077590983775,6
1,-1,3,0,4,1,1.24237422033329,1.13147716809079,1.37961646602373,1.11533547074276,2
2,-1,3,0,3,1,1.34410383131263,1.15270415240039,1.37935765726271,1.13477035156305,3
3,-1,3,0,16,1,1.74674199816282,1.37263396981022,1.49539545145464,1.37206149596538,2
4,-1,3,0,14,1,1.01473173944165,1.61671019432482,1.59580660489009,0.719310849643253,2
5,-1,3,0,7,1,1.66559938555063,1.38462097848801,1.24883712594829,1.34458807885249,2
6,-1,3,0,18,1,0.926142768339849,1.42973840082597,1.43140755056767,1.36434440558113,4
7,-1,3,0,10,1,1.156571857913,1.43880845201181,1.31373817133615,1.12248627502472,2
8,-1,3,0,15,1,1.20470689981822,1.18572343629584,1.26751278483714,0.777469840504242,2
9,-1,3,0,9,1,1.07009024143225,1.37350814661791,0.99589063039013,1.22631515582561,1
10,-1,3,0,13,1,1.16360728267234,1.23233220861128,1.26277215622761,0.929812541786209,2
11,-1,3,0,11,1,1.6048255818408,1.11097087357217,1.46024822297166,1.20839887624657,3
12,-1,3,0,8,1,1.12077850209034,1.31173816116271,1.33833115949995,0.716130496435005,3
13,-1,3,0,17,1,1.491666187867,1.52400797733548,1.26479736142962,1.06771946784776,3
14,-1,3,0,12,1,1.33023737292926,1.29413714235563,1.15898423405055,1.69589651340615,1
15,-1,3,0,19,1,1.52515543460799,1.21597435338994,1.23009079881342,1.18091161835879,3
16,-1,3,0,6,1,1.19871448561917,1.37636048313508,1.42343903516603,1.53158522464097,3
17,-1,3,0,1,1,1.04267409522274,1.23984877423008,1.10875487665602,0.734301312779126,3
18,-1,3,0,2,1,1.39699255842111,1.31236875451291,1.1288934179626,0.981963307997438,4
19,-1,3,0,5,1,1.44445127127809,1.27455748635765,1.46820667941221,1.56987703950897,2
20,-1,3,0,20,1,1.39665923181412,1.12941039285719,1.4409598017353,1.56150520711165,3
21,-1,3,1,4,1,1.24237422033329,1.13147716809079,1.37961646602373,1.11533547074276,4
22,-1,3,1,3,1,1.34410383131263,1.15270415240039,1.37935765726271,1.13477035156305,2
23,-1,3,1,16,1,1.74674199816282,1.37263396981022,1.49539545145464,1.37206149596538,4
24,-1,3,1,14,1,1.01473173944165,1.61671019432482,1.59580660489009,0.719310849643253,2
25,-1,3,1,7,1,1.66559938555063,1.38462097848801,1.24883712594829,1.34458807885249,3
26,-1,3,1,18,1,0.926142768339849,1.42973840082597,1.43140755056767,1.36434440558113,6
27,-1,3,1,10,1,1.156571857913,1.43880845201181,1.31373817133615,1.12248627502472,2
28,-1,3,1,15,1,1.20470689981822,1.18572343629584,1.26751278483714,0.777469840504242,5
29,-1,3,1,9,1,1.07009024143225,1.37350814661791,0.99589063039013,1.22631515582561,2
30,-1,3,1,13,1,1.16360728267234,1.23233220861128,1.26277215622761,0.929812541786209,4
31,-1,3,1,11,1,1.6048255818408,1.11097087357217,1.46024822297166,1.20839887624657,3
32,-1,3,1,8,1,1.12077850209034,1.31173816116271,1.33833115949995,0.716130496435005,2
33,-1,3,1,17,1,1.491666187867,1.52400797733548,1.26479736142962,1.06771946784776,5
34,-1,3,1,12,1,1.33023737292926,1.29413714235563,1.15898423405055,1.69589651340615,2
35,-1,3,1,19,1,1.52515543460799,1.21597435338994,1.23009079881342,1.18091161835879,5
36,-1,3,1,6,1,1.19871448561917,1.37636048313508,1.42343903516603,1.53158522464097,6
37,-1,3,1,1,1,1.04267409522274,1.23984877423008,1.10875487665602,0.734301312779126,1
38,-1,3,1,2,1,1.39699255842111,1.31236875451291,1.1288934179626,0.981963307997438,5
39,-1,3,1,5,1,1.44445127127809,1.27455748635765,1.46820667941221,1.56987703950897,3
40,-1,3,1,20,1,1.39665923181412,1.12941039285719,1.4409598017353,1.56150520711165,3
1,1,3,0,4,1,8.6327619417676,0.881212446053144,1.37961646602373,1.11533547074276,3
2,1,3,0,3,1,9.33964035218544,0.897744359637722,1.37935765726271,1.13477035156305,2
3,1,3,0,16,1,12.1374120591313,1.06902920552353,1.49539545145464,1.37206149596538,3
4,1,3,0,14,1,7.05096531945547,1.25911965798122,1.59580660489009,0.719310849643253,2
5,1,3,0,7,1,11.5735844727651,1.07836487886781,1.24883712594829,1.34458807885249,1
6,1,3,0,18,1,6.43539596388495,1.11350304622927,1.43140755056767,1.36434440558113,2
7,1,3,0,10,1,8.03655561625574,1.12056694660367,1.31373817133615,1.12248627502472,5
8,1,3,0,15,1,8.37102678526736,0.923460304023527,1.26751278483714,0.777469840504242,2
9,1,3,0,9,1,7.43562942574179,1.0697100283494,0.99589063039013,1.22631515582561,1
10,1,3,0,13,1,8.08544197119821,0.959759958508758,1.26277215622761,0.929812541786209,3
11,1,3,0,11,1,11.1512915990592,0.865241817160357,1.46024822297166,1.20839887624657,3
12,1,3,0,8,1,7.78784189147227,1.02160257951108,1.33833115949995,0.716130496435005,2
13,1,3,0,17,1,10.36499219453,1.18692169438858,1.26479736142962,1.06771946784776,3
14,1,3,0,12,1,9.24328787461475,1.00789462563148,1.15898423405055,1.69589651340615,1
15,1,3,0,19,1,10.597695586143,0.947020200236741,1.23009079881342,1.18091161835879,3
16,1,3,0,6,1,8.32938789386875,1.07193147347454,1.42343903516603,1.53158522464097,2
17,1,3,0,1,1,7.24512558260516,0.965613979572246,1.10875487665602,0.734301312779126,4
18,1,3,0,2,1,9.70714297986241,1.02209369565931,1.1288934179626,0.981963307997438,1
19,1,3,0,5,1,10.036914608613,0.992645677582473,1.46820667941221,1.56987703950897,2
20,1,3,0,20,1,9.70482682648456,0.879602808571806,1.4409598017353,1.56150520711165,3
21,1,3,1,4,1,8.6327619417676,0.881212446053144,1.37961646602373,1.11533547074276,6
22,1,3,1,3,1,9.33964035218544,0.897744359637722,1.37935765726271,1.13477035156305,6
23,1,3,1,16,1,12.1374120591313,1.06902920552353,1.49539545145464,1.37206149596538,6
24,1,3,1,14,1,7.05096531945547,1.25911965798122,1.59580660489009,0.719310849643253,6
25,1,3,1,7,1,11.5735844727651,1.07836487886781,1.24883712594829,1.34458807885249,6
26,1,3,1,18,1,6.43539596388495,1.11350304622927,1.43140755056767,1.36434440558113,6
27,1,3,1,10,1,8.03655561625574,1.12056694660367,1.31373817133615,1.12248627502472,6
28,1,3,1,15,1,8.37102678526736,0.923460304023527,1.26751278483714,0.777469840504242,6
29,1,3,1,9,1,7.43562942574179,1.0697100283494,0.99589063039013,1.22631515582561,6
30,1,3,1,13,1,8.08544197119821,0.959759958508758,1.26277215622761,0.929812541786209,6
31,1,3,1,11,1,11.1512915990592,0.865241817160357,1.46024822297166,1.20839887624657,6
32,1,3,1,8,1,7.78784189147227,1.02160257951108,1.33833115949995,0.716130496435005,6
33,1,3,1,17,1,10.36499219453,1.18692169438858,1.26479736142962,1.06771946784776,6
34,1,3,1,12,1,9.24328787461475,1.00789462563148,1.15898423405055,1.69589651340615,6
35,1,3,1,19,1,10.597695586143,0.947020200236741,1.23009079881342,1.18091161835879,6
36,1,3,1,6,1,8.32938789386875,1.07193147347454,1.42343903516603,1.53158522464097,6
37,1,3,1,1,1,7.24512558260516,0.965613979572246,1.10875487665602,0.734301312779126,6
38,1,3,1,2,1,9.70714297986241,1.02209369565931,1.1288934179626,0.981963307997438,6
39,1,3,1,5,1,10.036914608613,0.992645677582473,1.46820667941221,1.56987703950897,6
40,1,3,1,20,1,9.70482682648456,0.879602808571806,1.4409598017353,1.56150520711165,6
1,-1,4,0,4,1,1.06412596984114,0.915412538877197,1.11168295468102,1.02629894697818,3
2,-1,4,0,3,1,1.15126003876597,0.932586060489084,1.11147440883133,1.04573382779848,1
3,-1,4,0,16,1,1.4961301453588,1.11051851746446,1.20497665462124,1.28302497220081,2
4,-1,4,0,14,1,0.869144239062094,1.30798643167741,1.28588708913916,0.630274325878679,3
5,-1,4,0,7,1,1.42662937825642,1.12021651081044,1.00630209937323,1.25555155508791,2
6,-1,4,0,18,1,0.793265471418602,1.15671839992913,1.15341576036279,1.27530788181656,2
7,-1,4,0,10,1,0.990634005318044,1.16405645218324,1.0585987975321,1.03344975126014,1
8,-1,4,0,15,1,1.03186292597047,0.959300047615878,1.02135078294976,0.688433316739667,1
9,-1,4,0,9,1,0.916560241950411,1.11122576320792,0.802480012232762,1.13727863206104,2
10,-1,4,0,13,1,0.996660030385811,0.997008501487042,1.01753082562867,0.840776018021635,2
11,-1,4,0,11,1,1.3745750280009,0.898822085567451,1.17665532346069,1.11936235248199,1
12,-1,4,0,8,1,0.959976061153326,1.06125125129853,1.07841561359633,0.627093972670431,2
13,-1,4,0,17,1,1.27765105140172,1.23298644563532,1.0191627183744,0.978682944083185,2
14,-1,4,0,12,1,1.13938305497641,1.0470112880298,0.933899420214569,1.60685998964157,1
15,-1,4,0,19,1,1.30633546595593,0.983774309758699,0.991196471938391,1.09187509459421,2
16,-1,4,0,6,1,1.02673026669044,1.11353342321781,1.14699479992612,1.44254870087639,2
17,-1,4,0,1,1,0.893077596627433,1.0030897186877,0.893425040692981,0.645264789014551,4
18,-1,4,0,2,1,1.19656061495861,1.06176142779699,0.909652502204208,0.892926784232863,1
19,-1,4,0,5,1,1.23721024211587,1.03117052419213,1.18306817847396,1.48084051574439,4
20,-1,4,0,20,1,1.19627511201342,0.913740430930852,1.16111288131155,1.47246868334707,2
21,-1,4,1,4,1,1.06412596984114,0.915412538877197,1.11168295468102,1.02629894697818,4
22,-1,4,1,3,1,1.15126003876597,0.932586060489084,1.11147440883133,1.04573382779848,3
23,-1,4,1,16,1,1.4961301453588,1.11051851746446,1.20497665462124,1.28302497220081,5
24,-1,4,1,14,1,0.869144239062094,1.30798643167741,1.28588708913916,0.630274325878679,6
25,-1,4,1,7,1,1.42662937825642,1.12021651081044,1.00630209937323,1.25555155508791,2
26,-1,4,1,18,1,0.793265471418602,1.15671839992913,1.15341576036279,1.27530788181656,3
27,-1,4,1,10,1,0.990634005318044,1.16405645218324,1.0585987975321,1.03344975126014,3
28,-1,4,1,15,1,1.03186292597047,0.959300047615878,1.02135078294976,0.688433316739667,3
29,-1,4,1,9,1,0.916560241950411,1.11122576320792,0.802480012232762,1.13727863206104,1
30,-1,4,1,13,1,0.996660030385811,0.997008501487042,1.01753082562867,0.840776018021635,5
31,-1,4,1,11,1,1.3745750280009,0.898822085567451,1.17665532346069,1.11936235248199,2
32,-1,4,1,8,1,0.959976061153326,1.06125125129853,1.07841561359633,0.627093972670431,3
33,-1,4,1,17,1,1.27765105140172,1.23298644563532,1.0191627183744,0.978682944083185,5
34,-1,4,1,12,1,1.13938305497641,1.0470112880298,0.933899420214569,1.60685998964157,3
35,-1,4,1,19,1,1.30633546595593,0.983774309758699,0.991196471938391,1.09187509459421,2
36,-1,4,1,6,1,1.02673026669044,1.11353342321781,1.14699479992612,1.44254870087639,5
37,-1,4,1,1,1,0.893077596627433,1.0030897186877,0.893425040692981,0.645264789014551,4
38,-1,4,1,2,1,1.19656061495861,1.06176142779699,0.909652502204208,0.892926784232863,5
39,-1,4,1,5,1,1.23721024211587,1.03117052419213,1.18306817847396,1.48084051574439,3
40,-1,4,1,20,1,1.19627511201342,0.913740430930852,1.16111288131155,1.47246868334707,3
1,1,4,0,4,1,1.31608793664506,1.02630770244733,1.11168295468102,1.02629894697818,2
2,1,4,0,3,1,1.42385346463034,1.04556166365049,1.11147440883133,1.04573382779848,3
3,1,4,0,16,1,1.85038133807757,1.24504926443559,1.20497665462124,1.28302497220081,2
4,1,4,0,14,1,1.07493875786617,1.46643889232023,1.28588708913916,0.630274325878679,4
5,1,4,0,7,1,1.76442429561888,1.2559220948225,1.00630209937323,1.25555155508791,1
6,1,4,0,18,1,0.981093542568964,1.29684590607195,1.15341576036279,1.27530788181656,3
7,1,4,0,10,1,1.22519466771785,1.30507290671866,1.0585987975321,1.03344975126014,2
8,1,4,0,15,1,1.27618570322435,1.07551184412861,1.02135078294976,0.688433316739667,4
9,1,4,0,9,1,1.13358184258908,1.24584218754206,0.802480012232762,1.13727863206104,6
10,1,4,0,13,1,1.23264752491933,1.11778838613755,1.01753082562867,0.840776018021635,3
11,1,4,0,11,1,1.70004460339934,1.00770744377077,1.17665532346069,1.11936235248199,2
12,1,4,0,8,1,1.18727758682606,1.18981364923783,1.07841561359633,0.627093972670431,5
13,1,4,0,17,1,1.58017112977959,1.3823532368486,1.0191627183744,0.978682944083185,2
14,1,4,0,12,1,1.40916426848986,1.17384862432875,0.933899420214569,1.60685998964157,1
15,1,4,0,19,1,1.61564739202151,1.10295097422803,0.991196471938391,1.09187509459421,2
16,1,4,0,6,1,1.26983774146719,1.24842940275073,1.14699479992612,1.44254870087639,1
17,1,4,0,1,1,1.10453901579415,1.12460629586484,0.893425040692981,0.645264789014551,4
18,1,4,0,2,1,1.47988023546377,1.19038562968134,0.909652502204208,0.892926784232863,3
19,1,4,0,5,1,1.53015481333051,1.1560888742174,1.18306817847396,1.48084051574439,1
